78,2056,0,315
101,2080,1,57
125,1987,0,356
165,2026,0,255
204,2102,0,71
257,1922,0,192
282,2008,1,340
282,1977,1,321
296,1927,0,325
317,1989,0,346
311,1935,0,294
311,1962,1,59
333,2066,1,59
333,1918,1,318
335,1947,1,67
336,2035,1,283
386,1947,1,299
388,2006,1,277
417,1913,0,23
419,2077,0,11
434,1956,0,84
442,2008,1,315
463,2083,1,48
489,2009,0,270
500,1949,0,350
519,2085,1,44
539,1967,0,237
539,1908,0,246
545,2059,0,345
551,2090,0,42
581,1904,0,273
593,1980,1,348
627,2030,0,300
689,1918,0,207
701,2075,0,327
700,1982,1,313
726,1949,0,7
731,2002,0,340
737,2056,0,323
804,1951,1,19
832,1908,0,348
844,2010,0,147
886,1952,0,338
883,1908,1,312
929,2006,0,217
938,1908,1,76
1003,1917,0,118
1429,1939,0,238
79,2212,1,288
96,2203,0,207
363,2111,0,323
416,2169,0,145
424,2117,0,324
524,2117,0,31
535,2138,1,48
556,2172,0,148
562,2309,0,353
601,2118,0,292
695,2193,0,204
803,2188,1,306
1356,2220,0,151
1359,2166,0,105
1638,2274,0,342
2425,2472,0,54
2451,2519,0,48
93,163,0,58
293,186,0,250
346,252,0,308
390,206,0,22
811,234,0,121
883,168,0,19
890,239,0,0
2517,217,0,265
211,453,0,246
258,423,0,345
258,386,1,19
267,361,0,154
308,405,0,86
330,295,0,244
338,398,1,315
362,336,0,93
368,385,1,88
399,416,0,55
450,338,1,355
447,428,1,284
467,385,0,220
500,335,1,66
506,260,0,53
509,428,0,193
516,408,0,133
528,455,0,140
529,377,1,80
546,344,0,14
555,412,0,300
607,314,0,340
632,384,1,43
668,394,0,221
675,317,0,116
699,416,0,233
718,284,0,130
737,445,1,331
749,390,0,232
764,334,0,9
767,449,0,236
770,264,0,87
811,399,0,290
817,461,1,33
838,305,0,15
855,354,0,350
895,428,0,3
930,273,0,8
985,394,0,92
1057,449,0,4
1598,440,0,125
1631,447,0,10
1773,459,0,198
1807,446,0,25
2185,407,0,351
2199,348,0,138
2314,352,0,347
91,660,0,106
103,489,0,0
161,603,0,316
204,651,1,45
207,535,0,326
229,663,0,221
237,518,0,342
235,612,1,270
253,472,0,29
261,605,0,129
278,543,0,16
313,593,0,30
314,505,1,12
318,567,0,331
332,615,0,246
363,525,0,33
365,475,1,0
378,562,0,203
385,598,0,150
384,618,0,205
395,491,1,6
394,552,1,58
428,640,0,86
441,544,0,308
447,490,1,68
474,536,1,55
511,526,0,318
526,591,0,39
556,639,0,211
575,547,0,260
577,659,1,0
619,586,0,134
638,500,0,205
657,551,1,53
658,522,1,35
672,587,0,78
678,646,0,27
684,506,1,78
734,663,0,1
774,482,0,197
789,598,0,257
792,475,1,339
807,502,0,357
806,533,0,181
815,556,1,357
844,571,1,27
853,624,0,114
874,522,0,255
927,559,0,348
927,631,0,34
941,463,0,60
951,510,1,298
975,555,1,4
976,616,1,304
1001,571,1,5
1040,532,0,142
1047,590,0,299
1070,496,0,347
1106,572,1,326
1113,616,0,341
1144,663,0,187
1154,475,0,350
1155,555,0,352
1155,521,0,352
1246,547,0,7
1262,478,0,351
1264,512,0,7
1391,618,0,162
1412,665,0,345
1446,631,0,200
1465,577,0,28
1492,644,1,23
1525,618,0,275
1548,646,1,70
1556,493,0,19
1626,629,1,7
1656,606,0,279
1672,518,0,5
1716,598,0,358
1731,632,1,51
1757,620,1,287
1794,598,0,335
1805,557,0,1
1845,653,0,51
1875,498,0,34
1902,639,0,61
1928,543,0,355
79,1463,1,62
85,1298,0,304
105,1430,0,355
132,1350,0,73
176,1371,0,208
178,1461,0,104
183,1311,1,281
210,1294,0,357
207,1419,0,294
209,1478,1,7
217,1366,0,309
231,1335,0,339
251,1411,0,255
258,1490,0,203
261,1451,1,322
281,1293,0,13
285,1418,0,261
286,1463,1,86
295,1355,0,308
378,1429,0,112
395,1336,0,227
392,1403,1,300
426,1351,0,220
430,1454,0,62
441,1375,1,319
444,1314,1,299
466,1407,0,350
469,1450,1,76
478,1342,0,359
509,1444,0,328
521,1330,1,65
519,1420,1,60
521,1484,1,340
548,1377,0,203
609,1307,0,38
628,1437,0,40
630,1398,0,9
664,1322,0,321
690,1298,0,191
717,1458,0,69
738,1317,0,3
731,1363,1,6
752,1470,0,71
758,1379,1,49
770,1343,0,191
784,1455,1,272
806,1342,0,196
804,1427,0,295
810,1378,1,289
808,1470,1,331
834,1425,1,38
863,1290,1,309
866,1491,0,308
872,1326,0,282
888,1392,0,239
906,1437,0,257
913,1319,1,294
951,1473,0,256
958,1378,0,78
986,1459,1,28
1007,1433,1,339
1014,1466,0,286
1043,1356,0,189
1044,1445,0,111
1082,1430,0,24
1103,1376,0,52
1107,1448,0,222
1151,1456,0,29
1203,1359,0,273
1238,1378,0,74
1252,1439,0,235
1285,1358,0,121
1294,1437,0,279
1296,1410,0,268
1311,1299,0,315
1322,1331,0,324
1333,1452,0,137
1338,1395,0,281
1362,1491,0,345
1355,1325,1,19
1357,1289,0,302
1376,1339,0,43
1414,1454,0,259
1419,1369,0,206
1424,1401,1,318
1452,1322,0,155
1455,1444,0,91
1494,1483,0,33
1501,1389,0,267
1527,1463,0,57
