70,1969,0,203
133,2095,0,155
131,1912,1,26
282,2006,1,68
311,1962,1,22
312,1992,1,275
333,2067,1,61
334,1917,1,42
335,2035,1,79
350,1991,0,353
388,2107,0,329
386,1946,1,296
389,2007,1,355
419,2079,0,20
426,1965,0,233
440,2008,1,297
439,1946,1,328
462,2082,1,300
469,1976,0,63
488,2064,0,265
523,1961,0,221
517,2085,1,280
547,2008,0,2
545,2092,1,41
543,1921,1,45
579,2047,0,350
592,1979,1,339
593,1921,1,270
661,2019,0,175
671,1963,1,42
684,2108,0,222
699,1982,1,302
726,2002,0,323
748,2106,0,49
787,1990,0,114
804,1951,1,62
823,2018,0,234
830,1934,1,334
841,2065,0,197
850,1950,0,222
874,2009,0,34
915,1948,0,78
929,2005,0,219
936,1908,1,75
937,1968,1,86
1125,1940,0,154
99,2200,0,217
141,2142,0,194
331,2187,1,277
511,2117,0,1
537,2137,1,35
569,2118,0,262
627,2169,0,209
806,2191,1,55
1740,2270,0,291
515,2355,0,331
2428,2476,0,43
2450,2519,0,37
139,255,0,48
304,244,0,18
417,202,0,90
743,223,0,196
886,236,0,0
2517,217,0,267
136,260,0,50
188,335,0,238
213,377,0,50
255,461,0,19
256,460,0,11
260,355,1,57
258,384,1,278
305,386,0,358
314,318,0,265
342,278,0,323
350,434,0,325
359,332,0,101
368,384,1,355
394,461,1,43
406,314,0,42
434,348,0,224
441,420,0,28
472,456,0,351
498,336,1,41
507,263,0,39
527,354,0,90
526,385,1,290
540,423,0,239
583,383,0,342
577,304,0,63
626,328,0,28
644,429,0,205
666,370,0,191
704,263,0,143
704,302,0,139
713,428,0,220
757,347,0,24
754,458,0,283
789,412,0,306
789,270,0,77
817,401,1,294
817,461,1,42
830,374,0,333
848,301,0,26
872,407,0,293
880,461,0,194
924,390,0,9
932,273,0,7
947,456,0,99
1002,407,0,319
1004,450,0,322
1026,337,0,348
1633,447,0,14
1828,455,0,45
2159,451,0,71
2203,396,0,318
109,488,0,181
156,607,0,108
206,655,0,30
207,536,1,286
235,610,1,82
247,526,0,329
284,662,0,99
291,546,0,251
315,627,1,48
313,506,1,71
319,593,0,24
322,569,1,285
343,581,1,73
347,520,0,85
359,643,0,347
364,607,0,7
367,479,1,289
394,553,1,56
413,502,0,335
427,594,0,152
435,549,0,343
448,490,1,53
476,535,1,338
496,635,0,67
538,496,0,280
579,657,1,6
592,537,0,3
612,596,0,306
627,468,0,351
623,513,0,129
659,552,1,40
684,506,1,61
695,598,0,128
768,577,0,7
792,477,1,338
811,553,1,81
816,649,1,339
829,567,0,66
838,615,0,55
852,660,0,209
867,501,0,351
884,554,0,314
910,614,0,324
925,552,0,142
950,509,1,329
975,556,1,2
974,617,1,312
982,500,0,280
1002,571,1,295
1026,617,1,81
1084,540,0,46
1089,659,0,270
1106,572,1,53
1140,645,0,336
1154,520,0,349
1155,602,0,352
1161,469,0,348
1240,551,0,5
1262,478,0,343
1265,513,0,5
1375,589,0,105
1399,667,0,20
1427,538,0,11
1430,615,0,353
1466,575,0,193
1494,644,1,327
1528,626,0,78
1548,646,1,67
1572,600,1,289
1625,630,1,16
1653,517,0,16
1688,548,0,13
1686,589,0,173
1707,637,0,1
1757,620,1,282
1784,587,0,359
1804,553,0,3
1811,661,0,31
1838,613,1,35
1854,594,0,49
1874,498,0,36
1928,542,0,356
106,1428,0,355
180,1483,0,22
183,1312,1,314
215,1363,0,330
217,1305,0,324
259,1450,1,311
276,1331,0,227
282,1422,0,263
284,1464,1,80
310,1358,0,261
326,1416,0,42
331,1477,0,2
339,1322,0,275
372,1365,0,7
392,1404,1,79
417,1433,0,188
442,1375,1,306
443,1315,1,65
468,1449,1,353
480,1337,0,338
515,1414,0,357
522,1329,1,320
573,1322,0,149
569,1398,0,287
627,1298,0,23
638,1466,0,167
704,1453,0,100
711,1321,0,218
732,1453,1,283
734,1361,0,251
751,1292,0,62
754,1425,0,90
761,1473,0,283
773,1332,0,351
776,1383,0,277
784,1453,1,270
796,1306,0,347
813,1379,0,89
876,1309,0,29
885,1383,0,175
911,1471,1,315
914,1319,1,281
917,1385,1,58
955,1432,0,348
985,1458,1,290
1001,1288,0,161
1005,1445,0,284
1022,1334,0,235
1084,1401,0,204
1110,1468,0,4
1115,1355,0,347
1119,1411,0,206
1123,1382,1,44
1181,1357,0,234
1203,1306,1,40
1220,1456,0,357
1228,1356,0,278
1234,1288,0,31
1272,1344,0,55
1277,1480,0,356
1290,1385,0,41
1305,1431,0,97
1330,1334,0,317
1341,1385,0,225
1356,1321,1,316
1375,1412,0,271
1390,1289,0,353
1404,1351,0,333
1403,1380,0,156
1404,1439,0,79
1430,1444,0,229
1460,1347,0,298
1466,1464,0,19
1472,1398,0,161
1489,1488,0,22
1498,1347,0,304
1539,1410,0,194
1548,1289,0,355
1572,1457,0,248
1619,1387,0,44
1629,1409,0,348
1640,1433,1,9
1655,1473,0,334
1673,1434,0,3
1679,1368,0,97
1687,1294,0,286
1718,1294,0,285
1751,1453,0,16
1756,1324,0,236
1763,1486,0,193
1778,1414,0,158
1791,1355,0,253
1820,1326,1,286
1843,1390,0,358
1848,1332,0,349
1864,1286,0,1
1869,1465,0,354
1897,1415,0,349
1907,1489,0,15
1908,1338,0,285
1948,1288,0,205
1947,1340,0,146
1951,1440,0,13
1968,1385,0,30
1985,1478,0,144
1994,1442,1,68
2016,1351,0,334
2010,1464,1,292
2018,1400,0,14
2040,1437,0,13
2040,1491,0,273
2086,1404,0,157
2094,1326,0,70
2116,1402,0,41
2116,1434,0,301
2131,1475,0,359
2135,1384,0,203
2154,1377,0,20
2161,1303,0,56
2184,1457,0,341
2194,1316,0,272
2219,1372,0,310
2224,1307,0,254
2258,1366,0,334
2323,1454,0,342
2325,1357,0,322
2386,1309,0,239
2411,1439,0,25
2417,1289,0,9
2434,1355,0,154
2463,1296,0,65
77,1494,1,47
99,1544,0,261
138,1681,0,127
188,1629,0,174
215,1661,0,330
233,1598,0,133
234,1524,1,295
258,1502,0,338
258,1543,0,231
271,1663,0,321
286,1613,1,83
293,1639,0,25
307,1532,0,204
311,1569,1,7
312,1660,1,316
314,1692,1,2
340,1579,0,60
343,1648,0,83
389,1526,1,277
385,1611,0,240
395,1651,0,54
404,1601,0,326
425,1564,0,14
453,1505,0,60
484,1573,0,296
502,1513,0,26
500,1664,0,50
537,1566,0,316
541,1523,1,83
563,1519,0,78
572,1641,0,296
593,1578,0,278
635,1501,0,184
623,1667,1,323
635,1645,0,316
645,1558,0,356
688,1508,0,283
707,1604,0,56
732,1613,0,272
768,1556,0,345
775,1640,0,18
782,1605,1,90
796,1676,0,198
813,1595,0,25
826,1531,0,97
833,1637,1,317
859,1620,1,316
871,1512,0,312
872,1660,0,35
896,1585,0,325
936,1548,1,22
951,1509,0,0
988,1668,1,315
1016,1504,1,43
1039,1640,1,336
1042,1550,1,45
1061,1651,0,301
1076,1512,0,42
1078,1631,0,334
1080,1631,0,334
1091,1591,0,197
1094,1669,1,11
1106,1675,0,313
1122,1656,1,338
1178,1648,0,26
1175,1506,0,76
1216,1523,0,275
1290,1585,0,40
1318,1622,0,141
1352,1621,1,298
1354,1503,1,318
1352,1682,1,287
1389,1547,0,357
1395,1684,1,286
1413,1621,0,221
1463,1654,0,111
1481,1615,0,114
1499,1568,1,51
1511,1528,0,257
1529,1659,0,254
1551,1587,0,133
1548,1650,0,315
1586,1662,0,272
1605,1514,0,263
1638,1639,0,329
1700,1515,0,351
1713,1492,0,151
1765,1601,0,24
1766,1571,0,193
1788,1538,0,194
1793,1669,0,308
1817,1622,0,155
1827,1573,0,180
1838,1494,0,332
1906,1646,0,332
1925,1599,0,332
1942,1519,0,127
1945,1555,0,234
1966,1503,0,305
2018,1543,0,304
2040,1626,0,355
2090,1536,0,359
2095,1502,0,0
2138,1579,0,12
2155,1506,0,35
2197,1697,0,340
2221,1635,0,355
2227,1579,0,1
2238,1502,0,261
2284,1599,0,71
2333,1524,0,247
78,1805,0,47
90,1887,0,179
97,1846,0,192
122,1770,1,82
147,1757,0,294
152,1858,0,260
179,1702,1,273
181,1825,1,70
209,1764,0,78
232,1855,1,300
247,1740,0,289
275,1701,0,330
282,1752,0,91
283,1827,1,330
319,1811,0,341
336,1858,1,81
342,1756,0,58
376,1898,0,131
379,1795,0,56
409,1726,0,185
413,1842,0,129
436,1777,0,249
468,1722,0,124
466,1875,1,322
482,1787,0,288
506,1865,0,346
529,1719,0,2
543,1832,0,143
566,1770,0,312
569,1816,0,331
567,1885,0,236
594,1831,1,324
606,1765,0,307
620,1876,1,341
625,1753,1,315
649,1729,0,350
657,1897,0,225
677,1809,0,45
698,1892,1,352
719,1706,0,359
740,1849,0,162
753,1743,1,66
777,1847,1,43
779,1817,1,36
796,1894,0,268
795,1830,0,310
821,1769,0,146
831,1848,0,142
835,1728,0,316
863,1902,0,8
888,1823,0,356
885,1875,1,348
909,1741,1,68
928,1728,0,45
952,1758,0,243
962,1805,1,311
998,1717,0,328
1000,1798,0,314
