56,2058,0,112
66,1950,0,341
74,1999,1,60
111,2015,0,345
283,2009,0,286
310,1962,1,359
335,1916,1,37
336,2064,1,87
347,1975,0,204
378,2068,0,95
386,1946,1,315
388,2006,1,282
419,2080,0,21
438,2008,0,69
463,1989,1,298
463,2082,1,10
463,2051,1,38
489,1948,1,4
518,2086,1,45
540,2100,0,2
570,1955,0,124
607,2094,0,206
595,1924,1,70
625,1999,0,40
647,1953,0,29
696,2014,0,246
699,1982,1,304
782,2094,0,191
782,2062,0,203
797,2008,0,139
804,1951,1,301
830,1996,1,8
877,1924,0,9
888,1991,0,48
936,1908,1,27
979,1904,0,148
991,1939,0,200
1251,2022,0,264
227,2169,0,344
291,2133,0,79
327,2235,0,235
347,2171,0,172
442,2145,0,236
501,2119,0,135
546,2157,0,64
574,2110,1,358
611,2156,0,269
93,2390,0,303
188,2341,0,61
2389,2471,0,30
147,214,0,328
489,170,0,188
880,237,0,5
1434,171,0,353
2030,224,0,264
2517,217,0,267
116,367,0,288
153,456,0,321
209,389,0,249
259,384,1,71
261,355,1,55
281,280,0,151
300,343,0,148
304,385,0,22
314,423,0,52
341,279,1,285
345,444,0,65
368,334,0,84
369,383,1,65
407,425,0,4
460,414,0,290
475,382,1,0
491,330,0,350
527,382,1,51
538,410,0,193
600,412,0,92
651,308,0,172
654,431,0,259
663,361,0,188
686,444,1,342
723,278,0,54
733,447,0,258
757,349,0,352
741,386,1,291
763,287,0,93
782,409,0,297
810,264,0,84
828,364,0,197
831,416,0,274
841,334,0,6
896,431,0,0
951,370,0,312
1632,447,0,337
89,664,0,152
108,494,0,172
125,545,0,147
182,520,0,226
206,548,0,248
218,462,0,14
226,622,0,272
249,530,0,314
285,555,0,17
289,603,0,140
286,509,0,109
318,649,0,354
314,591,1,80
314,505,1,301
322,573,1,63
336,495,1,74
344,581,1,16
342,552,1,36
359,625,0,293
364,527,0,352
369,475,1,318
381,502,0,328
396,553,1,56
396,487,1,323
409,610,0,326
448,582,0,297
474,535,1,339
492,477,0,218
506,570,0,300
525,504,0,71
555,462,1,280
